"","id","title","isPartOf","publicationYear","doi","docType","docSubType","provider","collection","datePublished","issueNumber","volumeNumber","url","creator","publisher","language","pageStart","pageEnd","placeOfPublication","wordCount","pageCount","outputFormat","Journal","select"
"77","http://www.jstor.org/stable/45132483","Of Two Minds, But One Heart: A Good ""Gut"" Feeling Moderates the Effect of Ambivalence on Attitude Formation and Turnout","American Journal of Political Science",2019,NA,"article","research-article","jstor",NA,2019-04-01,2,63,"http://www.jstor.org/stable/45132483","Eric Groenendyk","Midwest Political Science Association","eng","368","384",NA,11008,17,"unigram; bigram; trigram","AJPS",1
"78","http://www.jstor.org/stable/24877474","Preaching to the Choir: Americans Prefer Communicating to Copartisan Elected Officials","American Journal of Political Science",2016,NA,"article","research-article","jstor",NA,2016-10-01,4,60,"http://www.jstor.org/stable/24877474","David E. Broockman; Timothy J. Ryan","Midwest Political Science Association","eng","1093","1107",NA,11130,15,"unigram; bigram; trigram","AJPS",0
"79","http://www.jstor.org/stable/10.1017/s002238161100034x","Does Education Increase Political Participation?","The Journal of Politics",2011,NA,"article","research-article","jstor",NA,2011-08-03,3,73,"http://www.jstor.org/stable/10.1017/s002238161100034x","Alexander K. Mayer","The University of Chicago Press","eng","633","645",NA,6097,13,"unigram; bigram; trigram","JOP",0
"80","http://www.jstor.org/stable/4620088","On the Dynamics of Ethnic Fractionalization","American Journal of Political Science",2007,NA,"article","research-article","jstor",NA,2007-07-01,3,51,"http://www.jstor.org/stable/4620088","Nauro F. Campos; Vitaliy S. Kuzeyev","Midwest Political Science Association","eng","620","639",NA,12538,20,"unigram; bigram; trigram","AJPS",1
"81","http://www.jstor.org/stable/45217039","Alien Citizens and the Canonical Immigrant: Do Stigmatized Attributes Affect Latina/o Judgment about Discrimination?","American Journal of Political Science",2019,NA,"article","research-article","jstor",NA,2019-10-01,4,63,"http://www.jstor.org/stable/45217039","Bradford Jones; Kristina Flores Victor; David Vannette","Midwest Political Science Association","eng","740","757",NA,10305,18,"unigram; bigram; trigram","AJPS",1
"82","http://www.jstor.org/stable/10.1017/s0022381608080432","Messages that Mobilize? Issue Publics and the Content of Campaign Advertising","The Journal of Politics",2008,NA,"article","research-article","jstor",NA,2008-04-01,2,70,"http://www.jstor.org/stable/10.1017/s0022381608080432","John Sides; Andrew Karch","The University of Chicago Press","eng","466","476",NA,4828,11,"unigram; bigram; trigram","JOP",0
"83","http://www.jstor.org/stable/40863769","Who Wants To Deliberate—And Why?","The American Political Science Review",2010,NA,"article","research-article","jstor",NA,2010-08-01,3,104,"http://www.jstor.org/stable/40863769","MICHAEL A. NEBLO; KEVIN M. ESTERLING; RYAN P. KENNEDY; DAVID M.J. LAZER; ANAND E. SOKHEY","American Political Science Association","eng","566","583",NA,16664,18,"unigram; bigram; trigram","APSR",1
"84","http://www.jstor.org/stable/26379513","College Socialization and the Economic Views of Affluent Americans","American Journal of Political Science",2017,NA,"article","research-article","jstor",NA,2017-07-01,3,61,"http://www.jstor.org/stable/26379513","Tali Mendelberg; Katherine T. McCabe; Adam Thal","Midwest Political Science Association","eng","606","623",NA,11372,18,"unigram; bigram; trigram","AJPS",1
"85","http://www.jstor.org/stable/20647949","Educating the Least Informed: Group Endorsements in a Grassroots Campaign","American Journal of Political Science",2009,NA,"article","research-article","jstor",NA,2009-10-01,4,53,"http://www.jstor.org/stable/20647949","Kevin Arceneaux; Robin Kolodny","Midwest Political Science Association","eng","755","770",NA,10571,16,"unigram; bigram; trigram","AJPS",1
"86","http://www.jstor.org/stable/26598784","Targeting Ordinary Voters or Political Elites? Why Pork Is Distributed Along Partisan Lines in India","American Journal of Political Science",2018,NA,"article","research-article","jstor",NA,2018-10-01,4,62,"http://www.jstor.org/stable/26598784","Anjali Thomas Bohlken","Midwest Political Science Association","eng","796","812",NA,13032,17,"unigram; bigram; trigram","AJPS",1
"87","http://www.jstor.org/stable/24363467","Substituting the End for the Whole: Why Voters Respond Primarily to the Election-Year Economy","American Journal of Political Science",2014,NA,"article","research-article","jstor",NA,2014-01-01,1,58,"http://www.jstor.org/stable/24363467","Andrew Healy; Gabriel S. Lenz","Midwest Political Science Association","eng","31","47",NA,12399,17,"unigram; bigram; trigram","AJPS",1
"88","http://www.jstor.org/stable/24877460","In Defense of Factions","American Journal of Political Science",2016,NA,"article","research-article","jstor",NA,2016-10-01,4,60,"http://www.jstor.org/stable/24877460","Torun Dewan; Francesco Squintani","Midwest Political Science Association","eng","860","881",NA,18761,22,"unigram; bigram; trigram","AJPS",1
"89","http://www.jstor.org/stable/10.1111/j.1468-2508.2006.00369.x","Rational Exuberance: The Stock Market and Public Support for Social Security Privatization","The Journal of Politics",2006,NA,"article","research-article","jstor",NA,2006-02-01,1,68,"http://www.jstor.org/stable/10.1111/j.1468-2508.2006.00369.x","Jason Barabas","The University of Chicago Press","eng","50","61",NA,5415,12,"unigram; bigram; trigram","JOP",1
"90","http://www.jstor.org/stable/10.1017/s0022381609090938","Genetic and Environmental Transmission of Political Attitudes Over a Life Time","The Journal of Politics",2009,NA,"article","research-article","jstor",NA,2009-07-01,3,71,"http://www.jstor.org/stable/10.1017/s0022381609090938","Peter K. Hatemi; Carolyn L. Funk; Sarah E. Medland; Hermine M. Maes; Judy L. Silberg; Nicholas G. Martin; Lindon J. Eaves","The University of Chicago Press","eng","1141","1156",NA,7158,16,"unigram; bigram; trigram","JOP",1
"91","http://www.jstor.org/stable/26379516","Identifying the Source of Incumbency Advantage through a Constitutional Reform","American Journal of Political Science",2017,NA,"article","research-article","jstor",NA,2017-07-01,3,61,"http://www.jstor.org/stable/26379516","Mariana Lopes da Fonseca","Midwest Political Science Association","eng","657","670",NA,8894,14,"unigram; bigram; trigram","AJPS",1
"92","http://www.jstor.org/stable/10.1017/s0022381612001016","Extrinsic Rewards, Intrinsic Motivation and Voting","The Journal of Politics",2012,NA,"article","research-article","jstor",NA,2012-12-13,1,75,"http://www.jstor.org/stable/10.1017/s0022381612001016","Costas Panagopoulos","The University of Chicago Press","eng","266","280",NA,8677,15,"unigram; bigram; trigram","JOP",0
"93","http://www.jstor.org/stable/23496540","Inclusion and Public Policy: Evidence from Sweden's Introduction of Noncitizen Suffrage","American Journal of Political Science",2013,NA,"article","research-article","jstor",NA,2013-01-01,1,57,"http://www.jstor.org/stable/23496540","Kåre Vernby","Midwest Political Science Association","eng","15","29",NA,10607,15,"unigram; bigram; trigram","AJPS",1
"94","http://www.jstor.org/stable/44154193","Selling Out?: The Politics of Navigating Conflicts between Racial Group Interest and Self-interest","The American Political Science Review",2014,NA,"article","research-article","jstor",NA,2014-11-01,4,108,"http://www.jstor.org/stable/44154193","ISMAIL K. WHITE; CHRYL N. LAIRD; TROY D. ALLEN","American Political Science Association","eng","783","800",NA,13759,18,"unigram; bigram; trigram","APSR",1
"95","http://www.jstor.org/stable/4620079","Strategic Party Government: Party Influence in Congress, 1789-2000","American Journal of Political Science",2007,NA,"article","research-article","jstor",NA,2007-07-01,3,51,"http://www.jstor.org/stable/4620079","Matthew J. Lebo; Adam J. McGlynn; Gregory Koger","Midwest Political Science Association","eng","464","481",NA,12340,18,"unigram; bigram; trigram","AJPS",1
"96","http://www.jstor.org/stable/10.1017/s0022381610000447","Contracting for Peace: Do Nonaggression Pacts Reduce Conflict?","The Journal of Politics",2010,NA,"article","research-article","jstor",NA,2010-10-01,4,72,"http://www.jstor.org/stable/10.1017/s0022381610000447","Michaela Mattes; Greg Vonnahme","The University of Chicago Press","eng","925","938",NA,7795,14,"unigram; bigram; trigram","JOP",1
"97","http://www.jstor.org/stable/4620110","Identifying the Persuasive Effects of Presidential Advertising","American Journal of Political Science",2007,NA,"article","research-article","jstor",NA,2007-10-01,4,51,"http://www.jstor.org/stable/4620110","Gregory A. Huber; Kevin Arceneaux","Midwest Political Science Association","eng","957","977",NA,13677,21,"unigram; bigram; trigram","AJPS",0
"98","http://www.jstor.org/stable/4620091","Designing and Analyzing Randomized Experiments: Application to a Japanese Election Survey Experiment","American Journal of Political Science",2007,NA,"article","research-article","jstor",NA,2007-07-01,3,51,"http://www.jstor.org/stable/4620091","Yusaku Horiuchi; Kosuke Imai; Naoko Taniguchi","Midwest Political Science Association","eng","669","687",NA,14037,19,"unigram; bigram; trigram","AJPS",1
"99","http://www.jstor.org/stable/25766262","Instrumental Variables Estimation in Political Science: A Readers' Guide","American Journal of Political Science",2011,NA,"article","research-article","jstor",NA,2011-01-01,1,55,"http://www.jstor.org/stable/25766262","Allison J. Sovey; Donald P. Green","Midwest Political Science Association","eng","188","200",NA,9926,13,"unigram; bigram; trigram","AJPS",1
"100","http://www.jstor.org/stable/26598778","Tree-Based Models for Political Science Data","American Journal of Political Science",2018,NA,"article","research-article","jstor",NA,2018-07-01,3,62,"http://www.jstor.org/stable/26598778","Jacob M. Montgomery; Santiago Olivella","Midwest Political Science Association","eng","729","744",NA,10562,16,"unigram; bigram; trigram","AJPS",1
"101","http://www.jstor.org/stable/10.1017/s0022381610000101","International Scrutiny and Pre-Electoral Fiscal Manipulation in Developing Countries","The Journal of Politics",2010,NA,"article","research-article","jstor",NA,2010-07-01,3,72,"http://www.jstor.org/stable/10.1017/s0022381610000101","Susan D. Hyde; Angela O’Mahony","The University of Chicago Press","eng","690","704",NA,6600,15,"unigram; bigram; trigram","JOP",1
"102","http://www.jstor.org/stable/43654388","When Canvassers Became Activists: Antislavery Petitioning and the Political Mobilization of American Women","The American Political Science Review",2014,NA,"article","research-article","jstor",NA,2014-08-01,3,108,"http://www.jstor.org/stable/43654388","DANIEL CARPENTER; COLIN D. MOORE","American Political Science Association","eng","479","498",NA,14782,20,"unigram; bigram; trigram","APSR",1
"103","http://www.jstor.org/stable/24363595","Identifying Judicial Empathy: Does Having Daughters Cause Judges to Rule for Women's Issues?","American Journal of Political Science",2015,NA,"article","research-article","jstor",NA,2015-01-01,1,59,"http://www.jstor.org/stable/24363595","Adam N. Glynn; Maya Sen","Midwest Political Science Association","eng","37","54",NA,13865,18,"unigram; bigram; trigram","AJPS",1
"104","http://www.jstor.org/stable/27821950","The Game of Electoral Fraud and the Ousting of Authoritarian Rule","American Journal of Political Science",2010,NA,"article","research-article","jstor",NA,2010-07-01,3,54,"http://www.jstor.org/stable/27821950","Beatriz Magaloni","Midwest Political Science Association","eng","751","765",NA,11505,15,"unigram; bigram; trigram","AJPS",1
"105","http://www.jstor.org/stable/26379536","How to Elect More Women: Gender and Candidate Success in a Field Experiment","American Journal of Political Science",2017,NA,"article","research-article","jstor",NA,2017-10-01,4,61,"http://www.jstor.org/stable/26379536","Christopher F. Karpowitz; J. Quin Monson; Jessica Robinson Preece","Midwest Political Science Association","eng","927","943",NA,11343,17,"unigram; bigram; trigram","AJPS",0
"106","http://www.jstor.org/stable/3118128","An Extension and Test of Converse's ""Black-and-White"" Model of Response Stability","The American Political Science Review",2001,NA,"article","research-article","jstor",NA,2001-06-01,2,95,"http://www.jstor.org/stable/3118128","Jennifer L. Hill; Hanspeter Kriesi","American Political Science Association","eng","397","413",NA,13691,17,"unigram; bigram; trigram","APSR",0
"107","http://www.jstor.org/stable/10.1017/s002238161100123x","Polarized Political Communication, Oppositional Media Hostility, and Selective Exposure","The Journal of Politics",2012,NA,"article","research-article","jstor",NA,2012-01-01,1,74,"http://www.jstor.org/stable/10.1017/s002238161100123x","Kevin Arceneaux; Martin Johnson; Chad Murphy","The University of Chicago Press","eng","174","186",NA,7380,13,"unigram; bigram; trigram","JOP",1
"108","http://www.jstor.org/stable/3117510","Equal Votes, Equal Money: Court-Ordered Redistricting and Public Expenditures in the American States","The American Political Science Review",2002,NA,"article","research-article","jstor",NA,2002-12-01,4,96,"http://www.jstor.org/stable/3117510","Stephen Ansolabehere; Alan Gerber; James Snyder","American Political Science Association","eng","767","777",NA,8848,11,"unigram; bigram; trigram","APSR",0
"109","http://www.jstor.org/stable/25193803","Field Experiments Testing the Impact of Radio Advertisements on Electoral Competition","American Journal of Political Science",2008,NA,"article","research-article","jstor",NA,2008-01-01,1,52,"http://www.jstor.org/stable/25193803","Costas Panagopoulos; Donald P. Green","Midwest Political Science Association","eng","156","168",NA,9292,13,"unigram; bigram; trigram","AJPS",1
"110","http://www.jstor.org/stable/27798499","From Violence to Voting: War and Political Participation in Uganda","The American Political Science Review",2009,NA,"article","research-article","jstor",NA,2009-05-01,2,103,"http://www.jstor.org/stable/27798499","CHRISTOPHER BLATTMAN","American Political Science Association","eng","231","247",NA,13683,17,"unigram; bigram; trigram","APSR",1
"111","http://www.jstor.org/stable/1520083","System Structure, Campaign Stimuli, and Voter Falloff in Runoff Primaries","The Journal of Politics",2002,NA,"article","research-article","jstor",NA,2002-11-01,4,64,"http://www.jstor.org/stable/1520083","Charles S. Bullock, III; Ronald Keith Gaddie; Anders Ferrington","University of Chicago Press","eng","1210","1224",NA,6022,15,"unigram; bigram; trigram","JOP",0
"112","http://www.jstor.org/stable/43654012","Capitol Mobility: Madisonian Representation and the Location and Relocation of Capitals in the United States","The American Political Science Review",2013,NA,"article","research-article","jstor",NA,2013-05-01,2,107,"http://www.jstor.org/stable/43654012","ERIK J. ENGSTROM; JESSE R. HAMMOND; JOHN T. SCOTT","American Political Science Association","eng","225","240",NA,12159,16,"unigram; bigram; trigram","APSR",0
"113","http://www.jstor.org/stable/24583093","Explaining Explanations: How Legislators Explain their Policy Positions and How Citizens React","American Journal of Political Science",2015,NA,"article","research-article","jstor",NA,2015-07-01,3,59,"http://www.jstor.org/stable/24583093","Christian R. Grose; Neil Malhotra; Robert Parks Van Houweling","Midwest Political Science Association","eng","724","743",NA,15437,20,"unigram; bigram; trigram","AJPS",1
"114","http://www.jstor.org/stable/24877484","Turnout Across Democracies","American Journal of Political Science",2016,NA,"article","research-article","jstor",NA,2016-07-01,3,60,"http://www.jstor.org/stable/24877484","Helios Herrera; Massimo Morelli; Salvatore Nunnari","Midwest Political Science Association","eng","607","624",NA,12734,18,"unigram; bigram; trigram","AJPS",1
"115","http://www.jstor.org/stable/3088402","The Effects of Retail Politics in the New Hampshire Primary","American Journal of Political Science",2002,NA,"article","research-article","jstor",NA,2002-07-01,3,46,"http://www.jstor.org/stable/3088402","Lynn Vavreck; Constantine J. Spiliotes; Linda L. Fowler","Midwest Political Science Association","eng","595","610",NA,8733,16,"unigram; bigram; trigram","AJPS",1
"116","http://www.jstor.org/stable/26598780","How Conditioning on Posttreatment Variables Can Ruin Your Experiment and What to Do about It","American Journal of Political Science",2018,NA,"article","research-article","jstor",NA,2018-07-01,3,62,"http://www.jstor.org/stable/26598780","Jacob M. Montgomery; Brendan Nyhan; Michelle Torres","Midwest Political Science Association","eng","760","775",NA,11508,16,"unigram; bigram; trigram","AJPS",0
"117","http://www.jstor.org/stable/23496547","Disagreeing about Disagreement: How Conflict in Social Networks Affects Political Behavior","American Journal of Political Science",2013,NA,"article","research-article","jstor",NA,2013-01-01,1,57,"http://www.jstor.org/stable/23496547","Casey A. Klofstad; Anand Edward Sokhey; Scott D. McClurg","Midwest Political Science Association","eng","120","134",NA,10287,15,"unigram; bigram; trigram","AJPS",1
"118","http://www.jstor.org/stable/2669263","Partisan and Ideological Sources of Fiscal Deficits in the United States","American Journal of Political Science",2000,NA,"article","research-article","jstor",NA,2000-07-01,3,44,"http://www.jstor.org/stable/2669263","George A. Krause","Midwest Political Science Association","eng","541","559",NA,12453,19,"unigram; bigram; trigram","AJPS",0
"119","http://www.jstor.org/stable/10.1017/s002238160708019x","Response to Franz, Freedman, Goldstein, and Ridout","The Journal of Politics",2008,NA,"article","research-article","jstor",NA,2008-01-01,1,70,"http://www.jstor.org/stable/10.1017/s002238160708019x","Jonathan S. Krasno; Donald P. Green","The University of Chicago Press","eng","269","271",NA,1874,3,"unigram; bigram; trigram","JOP",1
"120","http://www.jstor.org/stable/27644525","The Qualities of Leadership: Direction, Communication, and Obfuscation","The American Political Science Review",2008,NA,"article","research-article","jstor",NA,2008-08-01,3,102,"http://www.jstor.org/stable/27644525","Torun Dewan; David P. Myatt","American Political Science Association","eng","351","368",NA,17272,18,"unigram; bigram; trigram","APSR",0
"121","http://www.jstor.org/stable/27644378","Su Casa Es Nuestra Casa: Latino Politics Research and the Development of American Political Science","The American Political Science Review",2006,NA,"article","research-article","jstor",NA,2006-11-01,4,100,"http://www.jstor.org/stable/27644378","Luis R. Fraga; John A. Garcia; Rodney E. Hero; Michael Jones-Correa; Valerie Martinez-Ebers; Gary M. Segura","American Political Science Association","eng","515","521",NA,6051,7,"unigram; bigram; trigram","APSR",0
"122","http://www.jstor.org/stable/24363470","Activation, Conversion, or Reinforcement? The Impact of Partisan News Exposure on Vote Choice","American Journal of Political Science",2014,NA,"article","research-article","jstor",NA,2014-01-01,1,58,"http://www.jstor.org/stable/24363470","Susanna Dilliplane","Midwest Political Science Association","eng","79","94",NA,12977,16,"unigram; bigram; trigram","AJPS",0
"123","http://www.jstor.org/stable/25193836","Beliefs and Voting Decisions: A Test of the Pivotal Voter Model","American Journal of Political Science",2008,NA,"article","research-article","jstor",NA,2008-07-01,3,52,"http://www.jstor.org/stable/25193836","John Duffy; Margit Tavits","Midwest Political Science Association","eng","603","618",NA,10851,16,"unigram; bigram; trigram","AJPS",1
"124","http://www.jstor.org/stable/27644432","Tax Me If You Can: Ethnic Geography, Democracy, and the Taxation of Agriculture in Africa","The American Political Science Review",2007,NA,"article","research-article","jstor",NA,2007-02-01,1,101,"http://www.jstor.org/stable/27644432","Kimuli Kasara","American Political Science Association","eng","159","172",NA,12152,14,"unigram; bigram; trigram","APSR",1
"125","http://www.jstor.org/stable/23025125","Controlling the Airwaves: Incumbency Advantage and Community Radio in Brazil","American Journal of Political Science",2011,NA,"article","research-article","jstor",NA,2011-10-01,4,55,"http://www.jstor.org/stable/23025125","Taylor C. Boas; F. Daniel Hidalgo","Midwest Political Science Association","eng","869","885",NA,12203,17,"unigram; bigram; trigram","AJPS",1
"126","http://www.jstor.org/stable/25193868","Estimating the Causal Effects of Media Coverage on Policy-Specific Knowledge","American Journal of Political Science",2009,NA,"article","research-article","jstor",NA,2009-01-01,1,53,"http://www.jstor.org/stable/25193868","Jason Barabas; Jennifer Jerit","Midwest Political Science Association","eng","73","89",NA,12450,17,"unigram; bigram; trigram","AJPS",0
"127","http://www.jstor.org/stable/30038969","The Constraining Power of International Treaties: Theory and Methods","The American Political Science Review",2005,NA,"article","research-article","jstor",NA,2005-11-01,4,99,"http://www.jstor.org/stable/30038969","Beth A. Simmons; Daniel J. Hopkins","American Political Science Association","eng","623","631",NA,8006,9,"unigram; bigram; trigram","APSR",1
"128","http://www.jstor.org/stable/10.1017/s0022381609090483","The Rising Incumbent Reelection Rate: What's Gerrymandering Got to Do With It?","The Journal of Politics",2009,NA,"article","research-article","jstor",NA,2009-04-01,2,71,"http://www.jstor.org/stable/10.1017/s0022381609090483","John N. Friedman; Richard T. Holden","The University of Chicago Press","eng","593","611",NA,9240,19,"unigram; bigram; trigram","JOP",1
"129","http://www.jstor.org/stable/10.1086/680186","A Gubernatorial Helping Hand? How Governors Affect Presidential Elections","The Journal of Politics",2015,NA,"article","research-article","jstor",NA,2015-04-01,2,77,"http://www.jstor.org/stable/10.1086/680186","Robert S. Erikson; Olle Folke; James M. Snyder Jr.","The University of Chicago Press","eng","491","504",NA,8200,14,"unigram; bigram; trigram","JOP",0
"130","http://www.jstor.org/stable/2585838","Congressional Voting over Legislative Careers: Shifting Positions and Changing Constraints","The American Political Science Review",2000,NA,"article","research-article","jstor",NA,2000-09-01,3,94,"http://www.jstor.org/stable/2585838","Thomas Stratmann","American Political Science Association","eng","665","676",NA,10417,12,"unigram; bigram; trigram","APSR",0
"131","http://www.jstor.org/stable/24363508","Elections and Deceptions: An Experimental Study on the Behavioral Effects of Democracy","American Journal of Political Science",2014,NA,"article","research-article","jstor",NA,2014-07-01,3,58,"http://www.jstor.org/stable/24363508","Luca Corazzini; Sebastian Kube; Michel André Maréchal; Antonio Nicolò","Midwest Political Science Association","eng","579","592",NA,10412,14,"unigram; bigram; trigram","AJPS",1
"132","http://www.jstor.org/stable/25652219","Political Competition and Ethnic Identification in Africa","American Journal of Political Science",2010,NA,"article","research-article","jstor",NA,2010-04-01,2,54,"http://www.jstor.org/stable/25652219","Benn Eifert; Edward Miguel; Daniel N. Posner","Midwest Political Science Association","eng","494","510",NA,12817,17,"unigram; bigram; trigram","AJPS",0
"133","http://www.jstor.org/stable/10.1017/s0022381608080353","Jury Service and Electoral Participation: A Test of the Participation Hypothesis","The Journal of Politics",2008,NA,"article","research-article","jstor",NA,2008-04-01,2,70,"http://www.jstor.org/stable/10.1017/s0022381608080353","John Gastil; E. Pierre Deess; Phil Weiser; Jordan Meade","The University of Chicago Press","eng","351","367",NA,10138,17,"unigram; bigram; trigram","JOP",0
"134","http://www.jstor.org/stable/45132461","Compulsory Voting and Parties' Vote-Seeking Strategies","American Journal of Political Science",2019,NA,"article","research-article","jstor",NA,2019-01-01,1,63,"http://www.jstor.org/stable/45132461","Shane P. Singh","Midwest Political Science Association","eng","37","52",NA,11098,16,"unigram; bigram; trigram","AJPS",1
"135","http://www.jstor.org/stable/10.1017/s002238161300145x","The Spoils of Victory: Campaign Donations and Government Contracts in Brazil","The Journal of Politics",2014,NA,"article","research-article","jstor",NA,2014-02-25,2,76,"http://www.jstor.org/stable/10.1017/s002238161300145x","Taylor C. Boas; F. Daniel Hidalgo; Neal P. Richardson","The University of Chicago Press","eng","415","429",NA,8801,15,"unigram; bigram; trigram","JOP",1
"136","http://www.jstor.org/stable/10.1111/j.1468-2508.2007.00618.x","The Effects of Negative Political Campaigns: A Meta-Analytic Reassessment","The Journal of Politics",2007,NA,"article","research-article","jstor",NA,2007-11-01,4,69,"http://www.jstor.org/stable/10.1111/j.1468-2508.2007.00618.x","Richard R. Lau; Lee Sigelman; Ivy Brown Rovner","The University of Chicago Press","eng","1176","1209",NA,6521,34,"unigram; bigram; trigram","JOP",1
"137","http://www.jstor.org/stable/27644424","The Genders of Citizenship","The American Political Science Review",2007,NA,"article","research-article","jstor",NA,2007-02-01,1,101,"http://www.jstor.org/stable/27644424","Stephen T. Leonard; Joan C. Tronto","American Political Science Association","eng","33","46",NA,13212,14,"unigram; bigram; trigram","APSR",1
"138","http://www.jstor.org/stable/4145332","How Deliberation Affects Policy Opinions","The American Political Science Review",2004,NA,"article","research-article","jstor",NA,2004-11-01,4,98,"http://www.jstor.org/stable/4145332","Jason Barabas","American Political Science Association","eng","687","701",NA,11990,15,"unigram; bigram; trigram","APSR",1
"139","http://www.jstor.org/stable/43654380","Can Descriptive Representation Change Beliefs about a Stigmatized Group? Evidence from Rural India","The American Political Science Review",2014,NA,"article","research-article","jstor",NA,2014-05-01,2,108,"http://www.jstor.org/stable/43654380","SIMON CHAUCHARD","American Political Science Association","eng","403","422",NA,16727,20,"unigram; bigram; trigram","APSR",1
"140","http://www.jstor.org/stable/27644496","Social Pressure and Voter Turnout: Evidence from a Large-Scale Field Experiment","The American Political Science Review",2008,NA,"article","research-article","jstor",NA,2008-02-01,1,102,"http://www.jstor.org/stable/27644496","Alan S. Gerber; Donald P. Green; Christopher W. Larimer","American Political Science Association","eng","33","48",NA,10425,16,"unigram; bigram; trigram","APSR",1
"141","http://www.jstor.org/stable/25193871","Social Networks and Collective Action","American Journal of Political Science",2009,NA,"article","research-article","jstor",NA,2009-01-01,1,53,"http://www.jstor.org/stable/25193871","David A. Siegel","Midwest Political Science Association","eng","122","138",NA,12748,17,"unigram; bigram; trigram","AJPS",1
"142","http://www.jstor.org/stable/10.1017/s0022381611000363","Rejoinder: Reinvestigating the Causal Relationship between Higher Education and Political Participation","The Journal of Politics",2011,NA,"article","research-article","jstor",NA,2011-08-03,3,73,"http://www.jstor.org/stable/10.1017/s0022381611000363","Cindy D. Kam; Carl L. Palmer","The University of Chicago Press","eng","659","663",NA,2416,5,"unigram; bigram; trigram","JOP",1
"143","http://www.jstor.org/stable/27798529","Deference, Dissent, and Dispute Resolution: An Experimental Intervention Using Mass Media to Change Norms and Behavior in Rwanda","The American Political Science Review",2009,NA,"article","research-article","jstor",NA,2009-11-01,4,103,"http://www.jstor.org/stable/27798529","ELIZABETH LEVY PALUCK; DONALD P. GREEN","American Political Science Association","eng","622","644",NA,17978,23,"unigram; bigram; trigram","APSR",0
"144","http://www.jstor.org/stable/26598747","The Economic Consequences of Partisanship in a Polarized Era","American Journal of Political Science",2018,NA,"article","research-article","jstor",NA,2018-01-01,1,62,"http://www.jstor.org/stable/26598747","Christopher McConnell; Yotam Margalit; Neil Malhotra; Matthew Levendusky","Midwest Political Science Association","eng","5","18",NA,10537,14,"unigram; bigram; trigram","AJPS",1
"145","http://www.jstor.org/stable/24582965","Using Qualitative Information to Improve Causal Inference","American Journal of Political Science",2015,NA,"article","research-article","jstor",NA,2015-10-01,4,59,"http://www.jstor.org/stable/24582965","Adam N. Glynn; Nahomi Ichino","Midwest Political Science Association","eng","1055","1071",NA,13557,17,"unigram; bigram; trigram","AJPS",1
"146","http://www.jstor.org/stable/23187099","Cognitive Biases and the Strength of Political Arguments","American Journal of Political Science",2012,NA,"article","research-article","jstor",NA,2012-04-01,2,56,"http://www.jstor.org/stable/23187099","Kevin Arceneaux","Midwest Political Science Association","eng","271","285",NA,9663,15,"unigram; bigram; trigram","AJPS",0
"147","http://www.jstor.org/stable/24363478","The Conditionality of Vote-Buying Norms: Experimental Evidence from Latin America","American Journal of Political Science",2014,NA,"article","research-article","jstor",NA,2014-01-01,1,58,"http://www.jstor.org/stable/24363478","Ezequiel Gonzalez Ocantos; Chad Kiewiet de Jonge; David W. Nickerson","Midwest Political Science Association","eng","197","211",NA,10286,15,"unigram; bigram; trigram","AJPS",0
"148","http://www.jstor.org/stable/43654381","Social Policy and Regime Legitimacy: The Effects of Education Reform in China","The American Political Science Review",2014,NA,"article","research-article","jstor",NA,2014-05-01,2,108,"http://www.jstor.org/stable/43654381","XIAOBO LÜ","American Political Science Association","eng","423","437",NA,12807,15,"unigram; bigram; trigram","APSR",1
"149","http://www.jstor.org/stable/10.1017/s0022381609990855","Legal Constraints on Supreme Court Decision Making: Do Jurisprudential Regimes Exist?","The Journal of Politics",2010,NA,"article","research-article","jstor",NA,2010-04-01,2,72,"http://www.jstor.org/stable/10.1017/s0022381609990855","Jeffrey R. Lax; Kelly T. Rader","The University of Chicago Press","eng","273","284",NA,6646,12,"unigram; bigram; trigram","JOP",1
"150","http://www.jstor.org/stable/10.1017/s0022381614000085","Self-Fulfilling Misperceptions of Public Polarization","The Journal of Politics",2014,NA,"article","research-article","jstor",NA,2014-05-12,3,76,"http://www.jstor.org/stable/10.1017/s0022381614000085","Douglas J. Ahler","The University of Chicago Press","eng","607","620",NA,6113,14,"unigram; bigram; trigram","JOP",0
"151","http://www.jstor.org/stable/4620081","Immigration and the Evolving American Welfare State: Examining Policies in the U.S. States","American Journal of Political Science",2007,NA,"article","research-article","jstor",NA,2007-07-01,3,51,"http://www.jstor.org/stable/4620081","Rodney E. Hero; Robert R. Preuhs","Midwest Political Science Association","eng","498","517",NA,12718,20,"unigram; bigram; trigram","AJPS",1
"152","http://www.jstor.org/stable/25193827","Mobilizing Interest: The Effects of Money on Citizen Participation in State Supreme Court Elections","American Journal of Political Science",2008,NA,"article","research-article","jstor",NA,2008-07-01,3,52,"http://www.jstor.org/stable/25193827","Melinda Gann Hall; Chris W. Bonneau","Midwest Political Science Association","eng","457","470",NA,9770,14,"unigram; bigram; trigram","AJPS",0
